species,genus,sc_mean,sc_std,sc_p10,sc_p50,sc_p90,ch0_mean,ch0_std,ch1_mean,ch1_std,ch2_mean,ch2_std,ch3_mean,ch3_std,ch4_mean,ch4_std,ch5_mean,ch5_std,ch6_mean,ch6_std,ch7_mean,ch7_std,ch8_mean,ch8_std,ch9_mean,ch9_std,ch10_mean,ch10_std,ch11_mean,ch11_std
vanellus,Vanellus,4381.385861114783,232.4644509718483,4121.457893742864,4310.080385097559,4733.192121336824,0.490725040435791,0.4478897452354431,0.22785161435604095,0.30997785925865173,0.04573182761669159,0.051485076546669006,0.057775698602199554,0.09080693125724792,0.07075178623199463,0.0713547021150589,0.10783341526985168,0.11903764307498932,0.043205779045820236,0.04039163514971733,0.009724394418299198,0.01305640023201704,0.058179326355457306,0.07975760102272034,0.30711448192596436,0.4009963572025299,0.3508082926273346,0.35434338450431824,0.45073407888412476,0.4347395896911621
vanellus,Vanellus,4317.558772003247,255.7185463685046,3938.009408691628,4408.316789681511,4589.66371617565,0.31100332736968994,0.3903941214084625,0.3833610415458679,0.4432388246059418,0.12571363151073456,0.18147233128547668,0.01368168368935585,0.012526964768767357,0.04691381752490997,0.06718228757381439,0.18423087894916534,0.2655664086341858,0.18239274621009827,0.2079848051071167,0.06309204548597336,0.0627722442150116,0.1833791881799698,0.3269117474555969,0.24917404353618622,0.35382452607154846,0.23516198992729187,0.3423383831977844,0.3232562243938446,0.3885403573513031
cannabina,Linaria,4434.826579353345,299.9758886978678,4069.0679715552506,4485.733593568797,4777.761401717063,0.571955680847168,0.26925867795944214,0.47158271074295044,0.3022513687610626,0.23894532024860382,0.10297584533691406,0.1634165644645691,0.0937606692314148,0.20187851786613464,0.15647821128368378,0.3415297269821167,0.3184177577495575,0.3613675832748413,0.26385852694511414,0.35794878005981445,0.24561981856822968,0.41493287682533264,0.21662724018096924,0.5871433019638062,0.26204174757003784,0.7814124822616577,0.22122463583946228,0.7479600310325623,0.27484074234962463
cannabina,Linaria,4309.798577644744,224.52884784441213,4061.065246711983,4239.82224112186,4569.552452852243,0.42012837529182434,0.3266814947128296,0.35909783840179443,0.3548347055912018,0.276659220457077,0.2921595573425293,0.33327558636665344,0.31537914276123047,0.4573962390422821,0.43385156989097595,0.13237735629081726,0.14292564988136292,0.019958168268203735,0.01655452698469162,0.029864056035876274,0.03768092393875122,0.09494265913963318,0.11981120705604553,0.2159084677696228,0.24978472292423248,0.37499678134918213,0.4272778630256653,0.37831923365592957,0.37498605251312256
cannabina,Linaria,4407.5683825671385,76.28591933403925,4299.223344393033,4428.578997258581,4480.51890055742,0.042210858315229416,0.032676998525857925,0.11078662425279617,0.08333323895931244,0.3663584291934967,0.223765566945076,0.8381280303001404,0.25266173481941223,0.6739472150802612,0.31829240918159485,0.1764221042394638,0.18238110840320587,0.013008726760745049,0.012641784735023975,0.01945045217871666,0.027413273230195045,0.045288749039173126,0.08798417448997498,0.05096152052283287,0.08604727685451508,0.07851921021938324,0.07941682636737823,0.04456230252981186,0.04384104907512665
cannabina,Linaria,4452.3713380829695,83.12345043449014,4350.092437513845,4504.26061491333,4546.847124536743,0.10541343688964844,0.07533997297286987,0.24452389776706696,0.18186096847057343,0.4903123080730438,0.309396892786026,0.7224999666213989,0.2459242194890976,0.7297837138175964,0.29864051938056946,0.2569272816181183,0.2511864900588989,0.10155264288187027,0.22841604053974152,0.014141787774860859,0.01870516687631607,0.0077636344358325005,0.005854888819158077,0.017554348334670067,0.016614442691206932,0.029728610068559647,0.02440849505364895,0.04814442619681358,0.03924790024757385
cannabina,Linaria,4365.597173891882,163.15620034496183,4183.293146163835,4446.207724258687,4503.051119024518,0.11157175153493881,0.12165772914886475,0.21925660967826843,0.19474095106124878,0.5767256021499634,0.30333203077316284,0.8586088418960571,0.23043347895145416,0.5848497152328491,0.3158559501171112,0.14962641894817352,0.1696474403142929,0.01476381067186594,0.016963211819529533,0.006302208639681339,0.006396302953362465,0.005791456438601017,0.0038274386897683144,0.00853060930967331,0.007512212265282869,0.02016145922243595,0.022709710523486137,0.04691921919584274,0.052730731666088104
cannabina,Linaria,4533.242613921836,110.41315283664596,4412.369687398405,4514.065649144599,4680.143219722792,0.04038994014263153,0.02815377339720726,0.05726730078458786,0.03370062634348869,0.11694749444723129,0.058122050017118454,0.25480014085769653,0.08813001215457916,0.608485221862793,0.11895802617073059,1.0,0.0,0.26915183663368225,0.09114480763673782,0.01401154138147831,0.010990673676133156,0.0080493139103055,0.01045236550271511,0.018376968801021576,0.028194092214107513,0.014212843030691147,0.021006252616643906,0.02094215527176857,0.01875661313533783
cannabina,Linaria,3479.0417093719047,548.7620127411458,3026.1461209472945,3206.200858887003,4380.641832816645,0.060240644961595535,0.16361072659492493,0.046858325600624084,0.12449920177459717,0.07075159251689911,0.15205082297325134,0.07572899758815765,0.12136026471853256,0.18453861773014069,0.30217525362968445,0.28163158893585205,0.36249691247940063,0.48970702290534973,0.4200296103954315,0.5903090834617615,0.3802744746208191,0.23044615983963013,0.2689374089241028,0.08221880346536636,0.08703348785638809,0.07158555835485458,0.09899047017097473,0.10901542752981186,0.2617456316947937
cannabina,Linaria,3996.389241891979,581.9965317921698,3087.409043059132,4081.003745132275,4601.745883269868,0.4270046055316925,0.45855873823165894,0.2759229838848114,0.23510690033435822,0.3828657567501068,0.39182278513908386,0.3143075406551361,0.3782077431678772,0.13073407113552094,0.24043799936771393,0.10690773278474808,0.2535172402858734,0.22023740410804749,0.3997182548046112,0.1641705185174942,0.3180425763130188,0.06832771748304367,0.12399417161941528,0.05456991866230965,0.09701567888259888,0.03925802931189537,0.04284432530403137,0.3587110936641693,0.41827675700187683
